address,pid,linc_number,roll_number,tax_year,assessment_value,description,legal_description,land_use_district_code,land_use_description,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
58 MEADOWLAND WAY,2706858,35859058,15156,2016,"$475,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 10 Plan: 132 4357,,,Spruce Grove,58,Meadowland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G7,53.5523071,-113.9312383
58 SPRUCE GARDENS CRES,2748092,36584515,16500,2016,"$94,000.00 ",VACANT RESIDENTIAL LAND,Lot: 14B Block: 1 Plan: 152 1295,,,Spruce Grove,58,Spruce Gardens Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5570435,-113.9408567
58 SPRUCE RIDGE DR,2478006,34169433,12806,2016,"$545,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 12 Block: 6 Plan: 094 1632,,,Spruce Grove,58,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M8,53.555472,-113.942583
58 SPRUCE VILLAGE DR WEST,2153964,31955702,9297,2016,"$307,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 9 Plan: 062 6083,,,Spruce Grove,58,Spruce Village Drive West,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B9,53.5608321,-113.8801868
58 VANDERBILT COMMON,2713249,35990001,15746,2016,"$86,800.00 ",VACANT RESIDENTIAL LAND,Lot: 15 Block: 4 Plan: 142 0028,,,Spruce Grove,,Vanderbilt Common,Spruce Grove,Alberta,Division No. 11,Canada,,53.5628522,-113.8804284
58 VANESSA AVE,2261538,32865363,11223,2016,"$304,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 29 Block: 15 Plan: 074 0020,,,Spruce Grove,58,Vanessa Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H1,53.562647,-113.87611
58 VERNON ST,2222378,32568934,9890,2016,"$442,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 13 Plan: 072 6897,,,Spruce Grove,58,Vernon Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C1,53.5616562,-113.8788796
58 VOLETA CRT,2464577,34076687,12106,2016,"$609,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 49 Block: 18 Plan: 094 0001,,,Spruce Grove,58,Voleta Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5589089,-113.8728007
58 WESTGLEN CRES,1376300,12963310,2706,2016,"$277,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 40 Block: 2 Plan: 782 3421,,,Spruce Grove,58,Westglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,,53.543552,-113.9173332
58 WINCHESTER AVE,1377275,19361179,1585,2016,"$355,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 15 Block: 4 Plan: 3083TR,,,Spruce Grove,58,Winchester Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1L8,53.554777,-113.9054
59 AUTUMNWOOD CRES,2712746,35978840,15529,2016,"$488,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 98 Block: 24 Plan: 132 5396,,,Spruce Grove,,,,,,,,,
59 BELLEVILLE AVE,1379045,16575567,1086,2016,"$334,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 22 Block: 3 Plan: 5805RS,,,Spruce Grove,59,Belleville Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5489228,-113.8884938
59 CAMPSITE RD,2762321,36902500,10102,2016,"$37,300.00 ",AGRICULTURAL,Meridian: 4 Range: 27 Township: 52 Section: 32 Quarter: NE,,,Spruce Grove,59,Campsite Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y9,53.5374089,-113.93589
59 CAMPSITE RD,2762322,36902500,10102,2016,"$37,300.00 ",AGRICULTURAL,Meridian: 4 Range: 27 Township: 52 Section: 32 Quarter: NE,,,Spruce Grove,59,Campsite Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y9,53.5374089,-113.93589
59 FAIRWAY DR,1378429,28494813,7117,2016,"$551,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 11 Plan: 002 3065,,,Spruce Grove,59,Fairway Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3K3,53.5637152,-113.8982383
59 GILMORE WAY,2689794,35608579,14647,2016,"$372,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 27 Block: 7 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
59 HANEY LANDING,2103345,31555479,8857,2016,"$267,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 10A Block: 7 Plan: 062 0614,,,Spruce Grove,59,Haney Landing,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B1,53.5586891,-113.8892321
59 HARTWICK GATE,2064302,31296544,8333,2016,"$410,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 3 Plan: 052 5093,,,Spruce Grove,59,Hartwick Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.559475,-113.942313
59 HARTWICK LOOP,2223069,32574536,9762,2016,"$311,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 87 Block: 3 Plan: 072 6949,,,Spruce Grove,59,Hartwick Loop,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5571567,-113.9447433
59 HILLDOWNS DR,2288350,33037615,11317,2016,"$600,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 82 Block: 3 Plan: 082 1150,,,Spruce Grove,59,Hilldowns Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J1,53.561649,-113.894251
59 HUDSON COVE,2699462,35747815,14902,2016,"$369,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 129 Block: 11 Plan: 132 3212,,,Spruce Grove,,Hudson Cove,Spruce Grove,Alberta,Division No. 11,Canada,,53.5601558,-113.9524336
59 HUNTINGTON CRES,2086680,31409113,8656,2016,"$543,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 81 Block: 1 Plan: 052 6147,,,Spruce Grove,59,Huntington Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A9,53.561202,-113.935458
59 LANDON CRES,2149591,31924632,9122,2016,"$399,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 54 Block: 11 Plan: 062 5740,,,Spruce Grove,59,Landon Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E3,53.5481867,-113.8752744
59 LANDON DR,2149630,31924608,9118,2016,"$378,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 50 Block: 11 Plan: 062 5740,,,Spruce Grove,59,Landon Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E3,53.5476329,-113.8758823
59 LINCOLN GREEN,2680000,35436195,14390,2016,"$577,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 89 Block: 12 Plan: 122 4337,,,Spruce Grove,,Lincoln Green,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R7,53.5653262,-113.8917379
59 LONGVIEW DR,2214442,32495997,9689,2016,"$592,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 37 Block: 12 Plan: 072 5871,,,Spruce Grove,59,Longview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R7,53.566338,-113.89348
59 MEADOWLAND CRES,2683322,35494046,14446,2016,"$343,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 56 Block: 19 Plan: 122 4974,,,Spruce Grove,59,Meadowland Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5514331,-113.933501
59 MEADOWVIEW CRT,2619245,34963116,13936,2016,"$311,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 16 Block: 17 Plan: 112 4864,,,Spruce Grove,59,Meadowview Landing,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5490571,-113.9331648
59 MILLER AVE,1376764,14990014,2286,2016,"$371,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 8 Plan: 752 1495,,,Spruce Grove,59,Miller Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2P2,53.555321,-113.919462
59 SPRING GATE,2729496,36257905,15962,2016,"$409,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 43 Block: 11 Plan: 142 3656,,,Spruce Grove,59,Spring Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M9,53.553114,-113.9445533
11 MEADOWVIEW LANDING,2628483,35033596,14036,2016,"$416,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 79 Block: 17 Plan: 112 5607,,,Spruce Grove,11,Meadowview Landing,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5490744,-113.9318192
11 MELTON AVE,1380279,14237291,2089,2016,"$365,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 2 Plan: 752 1495,,,Spruce Grove,11,Spruce Boulevard,Acton,Ontario,Halton Regional Municipality,Canada,L7J 2Y3,43.6406099,-80.0381918
11 MILLER AVE,1380271,15008759,2026,2016,"$352,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 23 Block: 1 Plan: 752 1495,,,Spruce Grove,11,Miller Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2L9,53.555354,-113.912481
11 MILLER PL,1376747,14989073,2099,2016,"$363,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 3 Plan: 752 1495,,,Spruce Grove,11,Miller Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2N1,53.554148,-113.916613
11 MILLGROVE DR,1380226,10015156,2063,2016,"$343,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 59 Block: 1 Plan: 752 1495,,,Spruce Grove,11,Millgrove Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2M2,53.5533162,-113.9106537
11 MOREL CL,1376076,11680899,3819,2016,"$419,300.00 ",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,11,Morel Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2P7,53.5560793,-113.9199973
11 MOREL PL,1376071,11680410,3811,2016,"$500,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 26 Block: 11 Plan: 812 3014,,,Spruce Grove,11,Morel Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2P7,53.5570245,-113.9192888
59 SPRUCE RIDGE DR,2477986,34169029,12820,2016,"$432,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 114 Block: 5 Plan: 094 1622,,,Spruce Grove,59,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M8,53.555002,-113.942411
59 SPRUCE VILLAGE DR EAST,2261568,32865660,11254,2016,"$365,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 26 Block: 16 Plan: 074 0020,,,Spruce Grove,59,Spruce Village Drive East,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H1,53.562132,-113.8754229
59 TONEWOOD BLVD,2741989,36475342,16348,2016,"$247,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 14 Block: 2 Plan: 142 5736,,,Spruce Grove,,Tonewood Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5550054,-113.86851
59 VENTURA ST,1980248,30484398,7507,2016,"$292,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 43 Block: 1 Plan: 042 2517,,,Spruce Grove,59,Ventura Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P6,53.5601256,-113.8846082
59 VERNON ST,2154194,31961014,9202,2016,"$306,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 48 Block: 9 Plan: 062 6115,,,Spruce Grove,59,Vernon Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B6,53.5608968,-113.8793059
59 WEST TERRACE PL,1376371,13109731,2887,2016,"$354,500.00 ",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,59,West Terrace Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1T4,53.546646,-113.921995
59 WESTGLEN CRES,1376392,13133541,2780,2016,"$281,200.00 ",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,59,Westglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W1,53.543827,-113.917135
59 WESTVIEW CRES,1377258,19350610,1496,2016,"$345,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 31 Block: 2 Plan: 3083TR,,,Spruce Grove,59,Westview Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1K9,53.55474,-113.89826
59 WINCHESTER AVE,1377027,16895360,1562,2016,"$341,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 32 Block: 3 Plan: 3083TR,,,Spruce Grove,59,Winchester Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1L9,53.555362,-113.905181
6 100 WESTRIDGE CRES,1054701,11610086,3843,2016,"$188,500.00 ",CONDOMINIUM FAMILY RESIDENT'L,,,,Spruce Grove,100,Westridge Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1R4,53.5436974,-113.9240407
6 20 MCLEOD AVE,1381248,26648147,6305,2016,"$206,500.00 ",COMMERCIAL,Unit: 6 Plan: 962 0446,,,Spruce Grove,20,McLeod Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y1,53.542864,-113.921739
6 290 SPRUCE RIDGE RD,2225755,32608580,9823,2016,"$228,300.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 6 Plan: 072 7192,,,Spruce Grove,290,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5578331,-113.938809
6 3 GROVE MEADOW DR,1951502,30192950,7480,2016,"$278,400.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 6 Plan: 032 5639,,,Spruce Grove,3,Grove Meadow Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4L9,53.550032,-113.88363
6 320 SPRUCE RIDGE RD,2467496,34079319,12406,2016,"$243,100.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 12 Plan: 092 1385,,,Spruce Grove,320,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H5,53.556778,-113.935783
6 324 HEATHERGLEN DR,166960,29167038,5263,2016,"$277,400.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 6 Plan: 022 0107,,,Spruce Grove,324,Heatherglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3H8,53.5580519,-113.9290459
6 481 DIAMOND AVE,2725297,36188613,15849,2016,"$254,200.00 ",COMMERCIAL,Unit: 6 Plan: 142 2783,,,Spruce Grove,6,Diamond Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5351679,-113.9338746
6 6 ASPENGLEN DR,1381113,27935437,6613,2016,"$284,900.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 6 Plan: 992 3003,,,Spruce Grove,6,Aspenglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y7,53.5594449,-113.9166602
6 65 SOUTH AVE,2201194,10017234,3316,2016,"$260,800.00 ",INDUSTRIAL,Unit: 6 Plan: 802 1569,,,Spruce Grove,65,South Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5389387,-113.9053558
6 85 SPRUCE VILLAGE DR WEST,2583460,34770875,13395,2016,"$286,800.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 6 Plan: 112 2247,,,Spruce Grove,85,Spruce Village Drive West,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L2,53.5617949,-113.881283
6 9 DEER PARK DR,1380539,28802114,7176,2016,"$424,400.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 6 Plan: 012 1324,,,Spruce Grove,9,Deer Park Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H8,53.561846,-113.929312
6 APPLEWOOD POINT,2559018,34627638,13262,2016,"$476,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 14 Block: 26 Plan: 102 7081,,,Spruce Grove,,Applewood Point,Spruce Grove,Alberta,Division No. 11,Canada,,53.5678796,-113.9121374
6 ARLINGTON PL,1379119,10009876,495,2016,"$354,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 23 Block: 10 Plan: 1549RS,,,Spruce Grove,6,Arlington Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2E6,53.544999,-113.89071
6 ASPENGLEN CRT,1377515,22806343,4728,2016,"$363,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 59 Block: 15 Plan: 922 1848,,,Spruce Grove,6,Aspenglen Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3J4,53.559818,-113.914411
6 AUSTIN CRT,2618979,34962423,13916,2016,"$322,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 97 Block: 26 Plan: 112 4845,,,Spruce Grove,6,Austin Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R5,53.5672528,-113.9111415
6 AVERY COVE,2764851,36970804,17028,2016,"$128,900.00 ",VACANT RESIDENTIAL LAND,Lot: 3 Block: 27 Plan: 152 5309,,,Spruce Grove,,Spruce Tree Campground Loop,Avery,Idaho,Shoshone County,United States,83802,47.045847,-115.346173
6 BEECHMONT AVE,1378949,16578073,1163,2016,"$350,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 11 Plan: 5805RS,,,Spruce Grove,6,Beechmont Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1E6,53.5531409,-113.890075
6 BEECHMONT CRES,1378971,16570146,1221,2016,"$318,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 13 Block: 12 Plan: 5805RS,,,Spruce Grove,6,Beechmont Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1G2,53.5519195,-113.8877798
6 BELMONT CRES,1375965,10962158,351,2016,"$334,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 13 Plan: 165RS,,,Spruce Grove,6,Belmont Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2G9,53.5433877,-113.8898503
6 BENTON ST,1379049,16582026,1079,2016,"$318,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 15 Block: 3 Plan: 5805RS,,,Spruce Grove,6,Benton Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1H9,53.549173,-113.88683
6 BEVERLY AVE,1377036,16908816,809,2016,"$333,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 2 Plan: 5340RS,,,Spruce Grove,6,Beverly Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1J4,53.5496285,-113.8934961
6 BLAIRMORE ST,1378833,16907479,899,2016,"$332,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 51 Block: 5 Plan: 5340RS,,,Spruce Grove,6,Blairmore Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1H1,53.550069,-113.894169
6 BREBNER PL,1381261,20792933,290,2016,"$442,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 19A Block: 1 Plan: 1022NY,,,Spruce Grove,6,Brebner Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J5,53.542409,-113.891895
6 BRISTOW CRES,1379415,20024980,566,2016,"$321,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 5 Plan: 2127RS,,,Spruce Grove,6,Bristow Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2C9,53.5462139,-113.8945499
6 BROOKSIDE CRES,1377003,16879728,925,2016,"$321,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 7 Block: 7 Plan: 5340RS,,,Spruce Grove,6,Brookside Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1B7,53.5543765,-113.8957722
6 BROOKWOOD CRES,1378793,11989217,846,2016,"$340,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 4 Plan: 5340RS,,,Spruce Grove,6,Brookwood Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1H3,53.5504307,-113.8896946
6 BURLINGTON AVE,1379034,16582281,1288,2016,"$350,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 15 Plan: 5805RS,,,Spruce Grove,6,Burlington Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5549068,-113.8900549
6 CREEKSIDE WAY,1378071,27176015,6473,2016,"$430,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 45 Block: 18 Plan: 972 3179,,,Spruce Grove,6,Creekside Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y7,53.560603,-113.916886
6 DANFIELD CRT,2045028,31124449,8104,2016,"$501,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 29 Block: 3 Plan: 052 3295,,,Spruce Grove,6,Danfield Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N7,53.563164,-113.9232943
6 DANFIELD PL,2045041,31124266,8133,2016,"$526,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 11 Plan: 052 3295,,,Spruce Grove,6,Danfield Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A3,53.563138,-113.9248816
6 DAWSON CRT,2238758,32716657,9951,2016,"$588,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 42 Block: 3 Plan: 072 8410,,,Spruce Grove,6,Dawson Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E5,53.5640077,-113.9235575
6 DEER PARK BAY,1936003,30093124,7434,2016,"$495,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 11 Block: 3 Plan: 032 4625,,,Spruce Grove,6,Deer Park Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N7,53.561375,-113.922954
6 DEER PARK RD,1377686,24734378,4923,2016,"$336,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 3 Plan: 932 0805,,,Spruce Grove,6,Deer Park Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3K2,53.5610134,-113.9234149
6 DEER PARK WAY,1377667,24734188,4904,2016,"$383,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 2 Plan: 932 0805,,,Spruce Grove,6,Deer Park Way,Spruce Grove,Alberta,Division No. 11,Canada,,53.5604711,-113.9249335
6 DEERFIELD CRT,1378332,28203800,7003,2016,"$449,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 11 Block: 7 Plan: 992 6353,,,Spruce Grove,6,Deerfield Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B1,53.5619175,-113.9268723
6 FAIRWAY DR,1377507,21791249,4696,2016,"$537,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 37 Block: 8 Plan: 922 0701,,,Spruce Grove,6,Fairway Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3C9,53.560606,-113.902732
6 FIELDSTONE CL,1381166,26236018,6067,2016,"$825,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 13A Block: 6 Plan: 942 3641,,,Spruce Grove,6,Fieldstone Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2Z4,53.5612065,-113.9076812
6 FIELDSTONE COVE,1381155,10445832,4031,2016,"$729,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 6 Plan: 862 2657,,,Spruce Grove,6,Fieldstone Cove,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3C1,53.562232,-113.905574
6 FIELDSTONE CRES,1375954,10902641,4008,2016,"$423,900.00 ",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,6,Fieldstone Crescent,Spruce Grove,Alberta,Division No. 11,Canada,,53.562245,-113.9074602
6 GEORGE BAY,2602219,34880815,13684,2016,"$584,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 4 Plan: 112 3786,,,Spruce Grove,,,,,,,,,
6 GEORGE ST,2602213,34880758,13678,2016,"$514,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 4 Plan: 112 3786,,,Spruce Grove,,George Street,Spruce Grove,Alberta,Division No. 11,Canada,,53.5615667,-113.8656005
6 GOEBEL BAY,1380933,10918530,3221,2016,"$361,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 38 Block: 5 Plan: 792 1841,,,Spruce Grove,6,Goebel Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Z2,53.554274,-113.876858
6 GOEBEL CL,1380847,10352482,3132,2016,"$348,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 35 Block: 3 Plan: 792 1841,,,Spruce Grove,6,Goebel Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A4,53.5530679,-113.8798566
6 GOEBEL DR,1380961,12685971,3185,2016,"$361,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 5 Plan: 792 1841,,,Spruce Grove,6,Goebel Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A4,53.5530679,-113.8798566
6 GOSSET PL,1379629,16972390,250,2016,"$384,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 14 Block: 2 Plan: 5179MC,,,Spruce Grove,6,Gosset Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J5,53.543605,-113.895643
6 GRASSVIEW CL,1380691,16986226,4411,2016,"$438,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 7 Plan: 912 0438,,,Spruce Grove,6,Spruce Lane,Mentor,Ohio,Lake County,United States,44060,41.6782362,-81.3104755
6 GRASSVIEW CRES,1380677,16986085,4397,2016,"$387,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 7 Plan: 912 0438,,,Spruce Grove,,Place Grandview,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M1,53.5831798,-113.7850035
6 GREENBURY CL,2585841,34785601,13479,2016,"$396,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 7 Plan: 112 2561,,,Spruce Grove,6,Greenbury Close,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L7,53.556731,-113.864129
11 PETER ST,2689859,35609106,14695,2016,"$322,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 33 Block: 100 Plan: 132 1021,,,Spruce Grove,,Peter Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3M1,53.56077,-113.8559344
11 PRAIRIE GATE,2747208,36574722,16450,2016,"$96,900.00 ",VACANT RESIDENTIAL LAND,Lot: 5 Block: 104 Plan: 152 1112,,,Spruce Grove,,Prairie Gate,,Alberta,Division No. 11,Canada,T7X 3Y3,53.5561893,-113.8589242
11 SPRING LINK,2729481,36257517,15952,2016,"$116,700.00 ",VACANT RESIDENTIAL LAND,Lot: 30 Block: 7 Plan: 142 3656,,,Spruce Grove,11,Spring Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.5520743,-113.9448094
6 GREENBURY CRES,2602298,34880492,13652,2016,"$381,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 2 Plan: 112 3786,,,Spruce Grove,6,Greenbury Close,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L7,53.556731,-113.864129
6 GREENWOOD BAY,1381029,11827326,3524,2016,"$332,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 39A Block: 2 Plan: 812 2021,,,Spruce Grove,6,Greenwood Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1X3,53.554946,-113.884788
